title,console,publisher,developer,total_sale,na_sale,pal_sale,japan_sale,other_sale,release_date
Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou    ,DS,Namco Bandai  ,Bandai Namco Games  ,0.02m,N/A,N/A,0.02m,N/A,03rd Apr 08  
Kimi o Aogi Otome wa Hime ni    ,PSV,Entergram  ,Unknown  ,0.02m,N/A,N/A,0.02m,N/A,29th Sep 16  
Largo Winch .// Commando Sar    ,PS,Ubisoft  ,Rebellion Developments  ,0.02m,0.01m,0.01m,N/A,0.00m,01st Feb 02  
Joker no Kuni no Alice    ,PSP,Quinrose  ,QuinRose  ,0.02m,N/A,N/A,0.02m,N/A,27th Oct 11  
Princess Isabella: A Witch's Curse    ,Wii,Destineer  ,Gogii Games  ,0.02m,0.02m,N/A,N/A,0.00m,03rd Sep 10  
Kamigami no Asobi InFinite    ,PSV,Broccoli  ,Unknown  ,0.02m,N/A,N/A,0.02m,N/A,21st Apr 16  
Runaway: A Twist of Fate    ,DS,Unknown  ,Pendulo Studios  ,0.02m,N/A,0.02m,N/A,0.00m,N/A  
Harukanaru Toki no Naka de 6    ,PSP,Tecmo Koei  ,Ruby Party  ,0.02m,N/A,N/A,0.02m,N/A,12th Mar 15  
Uta no * Prince-Sama    ,PSP,Broccoli  ,Broccoli  ,0.02m,N/A,N/A,0.02m,N/A,24th Jun 10  
Hakuoki: Yuugi Roku - Taishitachi no Daienkai    ,PSV,Idea Factory  ,Unknown  ,0.02m,N/A,N/A,0.02m,N/A,17th Nov 16  
Crime Scene    ,DS,SouthPeak Interactive  ,White Birds Productions  ,0.02m,N/A,0.02m,N/A,0.00m,16th Feb 10  
Pastel Chime Continue    ,PSP,5pb  ,Alice Soft  ,0.02m,N/A,N/A,0.02m,N/A,09th Dec 10  
Code: Realize - Shukufuku no Mirai    ,PSV,Aksys Games  ,Unknown  ,0.02m,N/A,N/A,0.02m,N/A,30th Mar 18  
New Game! The Challenge Stage!    ,PSV,5pb  ,5pb. Inc.  ,0.02m,N/A,N/A,0.02m,N/A,26th Jan 17  
PsychicEmotion6    ,PSV,Idea Factory  ,Idea Factory  ,0.02m,N/A,N/A,0.02m,N/A,06th Oct 16  
Shiro to Kuro no Alice    ,PSV,Idea Factory  ,Idea Factory  ,0.02m,N/A,N/A,0.02m,N/A,08th Jun 17  
StormLover Karen!!    ,PSP,D3 Publisher  ,Vridge  ,0.02m,N/A,N/A,0.02m,N/A,04th Aug 11  
Hakuoki: Shinkai Twin Pack    ,PSV,Idea Factory  ,Unknown  ,0.02m,N/A,N/A,0.02m,N/A,16th Jun 16  
AIR    ,PSP,Prototype  ,Key  ,0.02m,N/A,N/A,0.02m,N/A,22nd Nov 07  
Hana to Otome ni Shukufuku o: Harekaze no Okurimono    ,PS2,Alchemist  ,Will  ,0.02m,N/A,N/A,0.02m,N/A,08th Jul 10  
Akai Suna Ochiru Tsuki    ,PSV,Dramatic Create  ,Dramatic Create  ,0.02m,N/A,N/A,0.02m,N/A,10th Mar 16  
Kazoku Keikaku    ,PSP,CyberFront  ,CyberFront  ,0.02m,N/A,N/A,0.02m,N/A,12th Aug 10  
Aoishiro    ,PS2,Success  ,Success  ,0.02m,N/A,N/A,0.02m,N/A,15th May 08  
Zettai Meikyuu Grimm: Nanatsu no Kagi to Rakuen no Otome    ,PSP,Karin Entertainment  ,Karin Entertainment  ,0.02m,N/A,N/A,0.02m,N/A,28th Apr 10  
Astraea no Shiroki Eien: White Eternity    ,PSV,Dramatic Create  ,Unknown  ,0.02m,N/A,N/A,0.02m,N/A,22nd Sep 16  
Sousei no Onmyouji    ,PSV,Namco Bandai Games  ,Namco Bandai Games  ,0.02m,N/A,N/A,0.02m,N/A,26th Jan 17  
Seitokai no Ichizon: DS-suru Seitokai    ,DS,Kadokawa Shoten  ,Kadokawa Shoten  ,0.02m,N/A,N/A,0.02m,N/A,25th Mar 10  
Prism Ark: Awake    ,PS2,5pb  ,PENCIL  ,0.02m,N/A,N/A,0.02m,N/A,24th Apr 08  
Revolution: 25th Anniversary Collection    ,PC,Koch Media  ,Revolution Software  ,0.02m,N/A,0.02m,N/A,0.00m,18th Mar 16  
Rozen Maiden: Duellwalzer    ,PS2,Taito  ,Taito Corporation  ,0.02m,N/A,N/A,0.02m,N/A,27th Apr 06  
L.A. Noire: The Complete Edition    ,X360,Rockstar Games  ,Rockstar Leeds  ,0.02m,N/A,0.02m,N/A,0.00m,15th Nov 11  
Snow Portable    ,PSP,Prototype  ,Prototype  ,0.02m,N/A,N/A,0.02m,N/A,16th Aug 07  
Broken Sword: The Sleeping Dragon    ,XB,The Adventure Company  ,Revolution Software  ,0.02m,0.01m,0.00m,N/A,0.00m,08th Dec 03  
The Testament of Sherlock Holmes    ,X360,Focus Home Interactive  ,Frogwares  ,0.02m,N/A,0.02m,N/A,0.00m,30th Sep 12  
Miyako    ,PSP,Idea Factory  ,Idea Factory  ,0.02m,N/A,N/A,0.02m,N/A,25th Nov 10  
Motto NUGA-CEL!    ,PSP,Idea Factory  ,Lupinus  ,0.02m,N/A,N/A,0.02m,N/A,20th May 10  
11eyes: CrossOver    ,PSP,5pb  ,Genterprise  ,0.02m,N/A,N/A,0.02m,N/A,28th Jan 10  
Still Life 2    ,PC,Encore  ,GameCo Studios  ,0.02m,N/A,0.02m,N/A,0.00m,11th Aug 09  
Dark Tales: Edgar Allan Poe's The Premature Burial    ,PC,Big Fish Games  ,ERS G-Studio  ,0.02m,N/A,0.02m,N/A,0.00m,01st Mar 19  
Barbie as the Princess and the Pauper     ,GBA,Knowledge Adventure  ,VU Games  ,0.02m,0.01m,0.00m,N/A,0.00m,12th Sep 04  
Diabolik Lovers: Lost Eden    ,PSV,Idea Factory  ,Unknown  ,0.02m,N/A,N/A,0.02m,N/A,16th Feb 17  
Horrid Henry: Missions of Mischief    ,Wii,SouthPeak Interactive  ,Asylum Entertainment  ,0.02m,0.00m,0.01m,N/A,0.00m,31st Aug 10  
Tantei Opera: Milky Holmes    ,PSP,Unknown  ,BushiRoad  ,0.02m,N/A,N/A,0.02m,N/A,16th Dec 10  
Adventure Time: Pirates of the Enchiridion     ,PS4,Outright Games  ,Outright Games  ,0.02m,0.01m,N/A,N/A,0.00m,17th Jul 18  
Back to the Future: The Game    ,XOne,Telltale Games  ,Telltale Games  ,0.02m,N/A,0.02m,N/A,0.00m,13th Oct 15  
Re:Zero - Kara Hajimeru Isekai Seikatsu - Death or Kiss    ,PSV,5pb  ,MAGES  ,0.02m,N/A,N/A,0.02m,N/A,30th Mar 17  
Kadenz fermata//Akkord:fortissimo    ,PSV,5pb  ,La'cryma  ,0.02m,N/A,N/A,0.02m,N/A,01st Jan 15  
Arabians Lost: The Engagement on Desert    ,PS2,Prototype  ,QuinRose  ,0.02m,N/A,N/A,0.02m,N/A,11th Oct 07  
Tsuki no Hikari: Shizumeru Kane no Satsujin    ,PS2,Victor Interactive  ,Victor Interactive Software  ,0.02m,N/A,N/A,0.02m,N/A,23rd May 02  
Air    ,PSV,Prototype  ,Unknown  ,0.02m,N/A,N/A,0.02m,N/A,08th Sep 16  
Koisuru Otome to Shugo no Tate Portable    ,PSP,Alchemist  ,Alchemist  ,0.02m,N/A,N/A,0.02m,N/A,29th Jul 10  
Shirogane x Spirits!    ,PSV,Technical Associates Inc  ,Unknown  ,0.02m,N/A,N/A,0.02m,N/A,24th Mar 16  
Kono Subarashii Sekai ni Shukufuku o! Kono Yokubukai Game ni Shinpan o!    ,PSV,5pb  ,5pb. Inc.  ,0.02m,N/A,N/A,0.02m,N/A,07th Sep 17  
Bakumatsu Renka: Karyuu Kenshi-den    ,PS2,D3 Publisher  ,Vridge Inc.  ,0.02m,N/A,N/A,0.02m,N/A,04th Oct 07  
"Shounen Onmyouji: Tsubasa Yoima, Ten e Kaere    ",PS2,Kadokawa Shoten  ,Vridge  ,0.02m,N/A,N/A,0.02m,N/A,19th Jul 07  
Princess Frontier Portable    ,PSP,Alchemist  ,Alchemist  ,0.02m,N/A,N/A,0.02m,N/A,07th Apr 11  
Touch Detective (JP sales)    ,DS,Atlus  ,"BeeWorks Co., Ltd.  ",0.02m,N/A,N/A,0.02m,N/A,24th Oct 06  
Flowers: Autumn Story    ,PSV,Prototype  ,Unknown  ,0.02m,N/A,N/A,0.02m,N/A,17th Nov 16  
Saka Agari Hurricane Portable    ,PSV,Entergram  ,Alchemist  ,0.02m,N/A,N/A,0.02m,N/A,27th Oct 17  
Uru: Ages Beyond Myst    ,PC,Ubisoft  ,Cyan Worlds  ,0.02m,N/A,0.02m,N/A,0.00m,11th Nov 03  
Machi: Unmei no Kousaten    ,PSP,ChunSoft  ,ChunSoft  ,0.02m,N/A,N/A,0.02m,N/A,27th Apr 06  
Clover no Kuni no Alice    ,PSP,Quinrose  ,QuinRose  ,0.02m,N/A,N/A,0.02m,N/A,31st Mar 11  
GA - Geijutsuka Art Design Class: Slapstick Wonder Land    ,PSP,Russel  ,Russel  ,0.02m,N/A,N/A,0.02m,N/A,29th Jul 10  
Planetarian: Chiisana Hoshi no Yume    ,PSP,Prototype  ,Key  ,0.02m,N/A,N/A,0.02m,N/A,28th Feb 09  
Roommate Asami: Okusama wa Joshikousei     ,PS2,Datam Polystar  ,Datam Polystar  ,0.02m,N/A,N/A,0.02m,N/A,20th Jun 02  
Pirates: Legend of the Black Buccaneer    ,PS2,Valcon Games  ,WideScreen Games  ,0.02m,0.01m,0.01m,N/A,0.00m,15th Aug 06  
Sherlock Holmes: The Devil's Daughter    ,PC,Bigben Interactive  ,Bigben Interactive  ,0.02m,N/A,0.02m,N/A,0.00m,25th Oct 16  
Amagoushi no Yakata    ,PS2,Nippon Ichi Software  ,FOG (Full On Games)  ,0.02m,N/A,N/A,0.02m,N/A,08th Mar 07  
Ginga Tetsudou 999 DS    ,DS,Culture Brain  ,Culture Brain  ,0.02m,N/A,N/A,0.02m,N/A,14th Oct 10  
Suzunone Seven: Rebirth Knot    ,PS2,Alchemist  ,Alchemist  ,0.02m,N/A,N/A,0.02m,N/A,27th May 10  
Vitamin X Evolution Plus    ,PSP,D3 Publisher  ,HuneX  ,0.02m,N/A,N/A,0.02m,N/A,09th Sep 10  
Memories Off: Yubikiri no Kioku    ,X360,5pb  ,5pb. Games  ,0.02m,N/A,N/A,0.02m,N/A,29th Jul 10  
Minecraft: Story Mode - Season Two    ,NS,Telltale Games  ,Telltale Games  ,0.02m,0.02m,N/A,N/A,0.00m,06th Nov 18  
Otometeki Koi Kakumei * Love Revo!! DS    ,DS,GungHo  ,GungHo Works  ,0.02m,N/A,N/A,0.02m,N/A,14th Feb 08  
Cross † Channel    ,PSP,CyberFront  ,CyberFront  ,0.02m,N/A,N/A,0.02m,N/A,25th Feb 10  
Zero no Tsukaima: Muma ga Tsumugu Yokaze no Nocturne    ,PS2,Marvelous Interactive  ,Marvelous Interactive  ,0.02m,N/A,N/A,0.02m,N/A,29th Nov 07  
Kiss Bell    ,PSV,Giga  ,Giga  ,0.02m,N/A,N/A,0.02m,N/A,28th Aug 14  
Discworld II: Mortality Bytes!    ,PS,Psygnosis  ,Perfect Entertainment  ,0.02m,0.01m,0.01m,N/A,0.00m,24th Sep 97  
Gun Gun Pixies    ,PSV,Compile Heart  ,Compile Heart  ,0.02m,N/A,N/A,0.02m,N/A,27th Apr 17  
Agatha Christie: Death on the Nile    ,PC,DreamCatcher Interactive  ,Oberon Media  ,0.02m,N/A,0.01m,N/A,0.00m,07th Oct 08  
Moujuutsukai to Oujisama    ,PS2,Idea Factory  ,Idea Factory  ,0.02m,N/A,N/A,0.02m,N/A,24th Jun 10  
Yoake Yori Ruriiro na Portable    ,PSP,Kadokawa Shoten  ,Kadokawa Shoten  ,0.02m,N/A,N/A,0.02m,N/A,25th Feb 10  
Pippa Funnell: Ranch Rescue     ,Wii,Ubisoft  ,Phoenix Interactive Entertainment  ,0.02m,N/A,0.02m,N/A,0.00m,16th Nov 07  
Kamaitachi no Yoru: Rinne Saisei    ,PSV,5pb  ,Unknown  ,0.02m,N/A,N/A,0.02m,N/A,16th Feb 17  
Otome Riron to Sono Shuuhen: Bon Voyage    ,PSV,Dramatic Create  ,Unknown  ,0.02m,N/A,N/A,0.02m,N/A,24th Nov 16  
Kimi ni Todoke: Sodateru Omoi    ,DS,Banpresto  ,Namco Bandai Games  ,0.02m,N/A,N/A,0.02m,N/A,15th Oct 09  
Memories Off #5: Encore    ,PS2,CyberFront  ,KID Corporation  ,0.02m,N/A,N/A,0.02m,N/A,12th Jul 07  
The Great Ace Attorney 1 & 2 Special Edition    ,3DS,Capcom  ,Capcom  ,0.02m,N/A,N/A,0.02m,N/A,03rd Aug 17  
Tsuyo Kiss 2 Gakki: Swift Love    ,PS2,Revolution (Japan)  ,Revolution (Japan)  ,0.02m,N/A,N/A,0.02m,N/A,30th Jul 09  
The Book of Unwritten Tales 2    ,WiiU,Nordic Games  ,KING Art Games  ,0.02m,N/A,0.02m,N/A,0.00m,12th Feb 16  
The Longest Journey    ,PC,Funcom   ,Funcom  ,0.02m,N/A,0.01m,N/A,0.00m,16th Nov 00  
Grisaia no Meikyuu: Le Labyrinthe de la Grisaia    ,PSV,Prototype  ,Prototype  ,0.02m,N/A,N/A,0.02m,N/A,30th Oct 14  
Sarah: Keeper of the Unicorn    ,DS,DreamCatcher Interactive  ,Tivola  ,0.02m,0.01m,N/A,N/A,0.00m,25th Aug 09  
W.L.O. Sekai Renai Kikousen    ,X360,5pb  ,AKABEi SOFT2  ,0.02m,N/A,N/A,0.02m,N/A,03rd Jun 10  
Hiiro no Kakera: Omoi Iro no Kioku    ,PSV,Idea Factory  ,Idea Factory  ,0.02m,N/A,N/A,0.02m,N/A,27th Jul 17  
Nil Admirari no Tenbin: Kuroyuri En'youtan    ,PSV,Idea Factory  ,Idea Factory  ,0.02m,N/A,N/A,0.02m,N/A,21st Sep 17  
Shinkyoku Soukai Polyphonica    ,PS2,Prototype  ,Visual Arts  ,0.02m,N/A,N/A,0.02m,N/A,26th Apr 07  
Full House Kiss 2    ,PS2,Capcom  ,Tenky  ,0.02m,N/A,N/A,0.02m,N/A,23rd Feb 06  
Sengoku Hime: Senran ni Mau Otometachi    ,PS2,Yeti  ,Yeti  ,0.02m,N/A,N/A,0.02m,N/A,12th Nov 09  
Sora no Otoshimono Forte: Dreamy Season    ,DS,Kadokawa Shoten  ,Kadokawa Shoten  ,0.02m,N/A,N/A,0.02m,N/A,27th Jan 11  
Hiiro no Kakera Portable    ,PSP,Idea Factory  ,Idea Factory  ,0.02m,N/A,N/A,0.02m,N/A,18th Dec 08  
Marginal #4: Idol of Supernova    ,PSV,Idea Factory  ,Idea Factory  ,0.02m,N/A,N/A,0.02m,N/A,13th Nov 14  
"Nogizaka Haruka no Himitsu Cosplay, Hajime Mashita    ",PS2,ASCII Media Works  ,ASCII Media Works  ,0.02m,N/A,N/A,0.02m,N/A,25th Sep 08  
Rewrite    ,PSV,Prototype  ,Key  ,0.02m,N/A,N/A,0.02m,N/A,28th Aug 14  
Night Wizard the Video Game: Denial of the World    ,PS2,5pb  ,5pb. Games  ,0.02m,N/A,N/A,0.02m,N/A,28th Feb 08  
Hitotsu Tobashi Renai V    ,PSV,Kaga Create  ,Alchemist  ,0.02m,N/A,N/A,0.02m,N/A,29th Jan 15  
Shin Hisui no Shizuku: Hiiro no Kakera 2 Portable    ,PSP,Idea Factory  ,Idea Factory  ,0.02m,N/A,N/A,0.02m,N/A,19th Aug 10  
Moe Moe 2-ji Taisen (Ryoku) * Deluxe    ,PSP,System Soft  ,System Soft Alpha  ,0.02m,N/A,N/A,0.02m,N/A,27th Nov 08  
A Vampyre Story    ,PC,The Adventure Company  ,Autumn Moon Entertainment  ,0.02m,N/A,0.01m,N/A,0.00m,02nd Dec 08  
Enkaku Sousa: Sana e no 23 Hiai    ,PSP,Sony Computer Entertainment  ,Media.Vision  ,0.02m,N/A,N/A,0.02m,N/A,05th Feb 09  
Syberia II    ,PC,The Adventure Company  ,Microids  ,0.02m,N/A,0.01m,N/A,0.00m,30th Mar 04  
Post Mortem    ,PC,The Adventure Company  ,Microids  ,0.02m,N/A,0.01m,N/A,0.00m,27th Feb 03  
Accel World: Kasoku no Chouten    ,PS3,Namco Bandai Games  ,Bandai Namco Games  ,0.02m,N/A,N/A,0.02m,N/A,31st Jan 13  
Harukanaru Toki no Naka de 6: Gentou Rondo    ,PSV,Tecmo Koei  ,Unknown  ,0.02m,N/A,N/A,0.02m,N/A,22nd Dec 16  
Narcissus: Moshimo Ashita ga Runara    ,PSP,Kadokawa Shoten  ,Kadokawa Shoten  ,0.02m,N/A,N/A,0.02m,N/A,24th Jun 10  
Simple DS Series Vol. 42: The Haioku Byoutou    ,DS,D3 Publisher  ,Intense  ,0.02m,N/A,N/A,0.02m,N/A,10th Jul 08  
So-Ra-No-Wo-To: Otome no Gojuusou    ,PSP,Compile Heart  ,Compile Heart  ,0.02m,N/A,N/A,0.02m,N/A,27th May 10  
Hanayamata: Yosakoi Live    ,PSV,Namco Bandai Games  ,Namco Bandai Games  ,0.02m,N/A,N/A,0.02m,N/A,13th Nov 14  
Memories Off 6: Next Relation    ,PS2,5pb  ,5pb. Games  ,0.02m,N/A,N/A,0.02m,N/A,27th Aug 09  
Scared Rider Xechs    ,PS2,RED Entertainment  ,RED Entertainment  ,0.02m,N/A,N/A,0.02m,N/A,01st Jul 10  
Misshitsu no Sacrifice    ,PSP,D3 Publisher  ,Intense  ,0.02m,N/A,N/A,0.02m,N/A,04th Feb 10  
Ouran Koukou Host Bu    ,PS2,Idea Factory  ,Idea Factory  ,0.02m,N/A,N/A,0.02m,N/A,19th Apr 07  
Grisaia no Kajitsu: Side Episode    ,PSV,Prototype  ,Prototype  ,0.02m,N/A,N/A,0.02m,N/A,27th Jul 17  
Sora no Otoshimono: DokiDoki Summer Vacation    ,PSP,Kadokawa Shoten  ,Kadokawa Shoten  ,0.01m,N/A,N/A,0.01m,N/A,25th Mar 10  
S.Y.K: Shinsetsu Saiyuuki    ,PS2,Idea Factory  ,Idea Factory  ,0.01m,N/A,N/A,0.01m,N/A,20th Aug 09  
Wand of Fortune: Mirai e no Prologue Portable    ,PSP,Idea Factory  ,Idea Factory  ,0.01m,N/A,N/A,0.01m,N/A,02nd Dec 10  
Secret Game Portable    ,PSP,Yeti  ,Regista  ,0.01m,N/A,N/A,0.01m,N/A,27th May 10  
Sengoku Hime: Senran ni Mau Otometachi    ,PSP,Yeti  ,Yeti  ,0.01m,N/A,N/A,0.01m,N/A,12th Nov 09  
Wand of Fortune Portable    ,PSP,Idea Factory  ,Idea Factory  ,0.01m,N/A,N/A,0.01m,N/A,10th Jun 10  
Kurogane Kaikitan    ,PSV,Minato Station  ,Minato Station  ,0.01m,N/A,N/A,0.01m,N/A,29th Jan 15  
Hana Oboro: Sengoku Denranki    ,PSV,Idea Factory  ,Unknown  ,0.01m,N/A,N/A,0.01m,N/A,19th Jan 17  
Himawari: Pebble in the Sky Portable    ,PSP,Kadokawa Shoten  ,Kadokawa Shoten  ,0.01m,N/A,N/A,0.01m,N/A,22nd Apr 10  
Katekyoo Hitman Reborn Nerae!? Ring x Bongole Returns    ,PS2,Marvelous Interactive  ,Marvelous Interactive  ,0.01m,N/A,N/A,0.01m,N/A,28th Aug 08  
Kono Aozora ni Yakusoku o: Tenohira no Rakuen    ,PSP,TGL  ,TGL  ,0.01m,N/A,N/A,0.01m,N/A,25th Jun 09  
GunParade Orchestra: Ao no Shou    ,PS2,Sony Computer Entertainment  ,Alfa System  ,0.01m,N/A,N/A,0.01m,N/A,20th Jul 06  
Kenka Bancho Otome: Kanzenmuketsu no My Honey    ,PSV,Spike Chunsoft  ,Spike Chunsoft  ,0.01m,N/A,N/A,0.01m,N/A,27th Jul 17  
Instant Brain    ,X360,Cave  ,Cave  ,0.01m,N/A,N/A,0.01m,N/A,10th Nov 11  
Coronation Street: The Mystery of the Missing Hotpot Recipe    ,PC,Avanquest  ,Avanquest Software  ,0.01m,N/A,0.01m,N/A,0.00m,22nd Jul 11  
 Summer Lesson: Miyamoto Hikari Collection    ,PS4,Namco Bandai Games  ,Namco Bandai Games  ,0.01m,N/A,N/A,0.01m,N/A,25th May 17  
SoulLink Extension    ,PS2,Interchannel  ,Interchannel  ,0.01m,N/A,N/A,0.01m,N/A,29th Jun 06  
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure    ,XB,Activision  ,FUN Labs  ,0.01m,0.01m,0.00m,N/A,0.00m,01st Nov 05  
Myst    ,PSP,Midway Games  ,Cyan Worlds  ,0.01m,N/A,0.01m,N/A,0.00m,13th Oct 06  
Flipping Death    ,NS,Rising Star   ,Zoink Games  ,0.01m,0.01m,N/A,N/A,0.00m,16th Oct 18  
Sakura Sakura: Haru Urara    ,PSP,GN Software  ,GN Software  ,0.01m,N/A,N/A,0.01m,N/A,26th Aug 10  
Uta no * Prince-Sama: Sweet Serenade    ,PSP,Broccoli  ,Broccoli  ,0.01m,N/A,N/A,0.01m,N/A,10th Feb 11  
New Game! The Challenge Stage!    ,PS4,5pb  ,5pb. Inc.  ,0.01m,N/A,N/A,0.01m,N/A,26th Jan 17  
Hiiro no Kakera: Shin Tamayori Hime Denshou    ,PS2,Idea Factory  ,Idea Factory  ,0.01m,N/A,N/A,0.01m,N/A,01st Oct 09  
"Iza, Shutsujin! Koisen    ",PSP,Quinrose  ,QuinRose  ,0.01m,N/A,N/A,0.01m,N/A,26th May 11  
Datenshi no Amai Yuuwaku x Kaikan Phrase    ,DS,FuRyu Corporation  ,FuRyu Corporation  ,0.01m,N/A,N/A,0.01m,N/A,18th Feb 10  
Bakumatsu Koihana: Shinsengumi DS    ,DS,D3 Publisher  ,Vridge Inc.  ,0.01m,N/A,N/A,0.01m,N/A,27th Nov 08  
Kana: Imouto    ,PSP,CyberFront  ,CyberFront  ,0.01m,N/A,N/A,0.01m,N/A,07th Oct 10  
Binary Star    ,PSV,Idea Factory  ,Design Factory  ,0.01m,N/A,N/A,0.01m,N/A,04th Sep 14  
Last Escort: Club Katze    ,PS2,D3 Publisher  ,Vingt-et-un Systems  ,0.01m,N/A,N/A,0.01m,N/A,18th Feb 10  
Tears to Tiara: Kakan no Daichi Portable    ,PSP,Aquaplus  ,Aquaplus  ,0.01m,N/A,N/A,0.01m,N/A,25th Nov 10  
 Black Wolves Saga: Weiss und Schwarz    ,PSV,Idea Factory  ,Idea Factory  ,0.01m,N/A,N/A,0.01m,N/A,26th Jan 17  
Tantei Jinguuji Saburo DS: Fuserareta Shinjitsu    ,DS,Arc System Works  ,WorkJam  ,0.01m,N/A,N/A,0.01m,N/A,19th Mar 09  
Ostwind/Windstorm    ,PC,EuroVideo Medien  ,EuroVideo Medien  ,0.01m,N/A,0.01m,N/A,0.00m,27th Jul 17  
Dr. Slump & Arale-Chan    ,DS,Namco Bandai  ,Bandai Namco Games  ,0.01m,N/A,N/A,0.01m,N/A,30th Oct 08  
Umineko no Naku Koro ni Portable 1    ,PSP,Alchemist  ,Alchemist  ,0.01m,N/A,N/A,0.01m,N/A,20th Oct 11  
Festa!! Hyper Girls Party    ,PS2,KID  ,KID Corporation  ,0.01m,N/A,N/A,0.01m,N/A,29th Jun 06  
World Election    ,PSV,Piacci  ,Piacci  ,0.01m,N/A,N/A,0.01m,N/A,20th Jul 17  
Kiniro no Corda 3    ,3DS,Tecmo Koei  ,Koei  ,0.01m,N/A,N/A,0.01m,N/A,26th Feb 15  
Accel World: Kasoku no Chouten    ,PSP,Namco Bandai Games  ,Bandai Namco Games  ,0.01m,N/A,N/A,0.01m,N/A,31st Jan 13  
Izumo 2    ,PS2,GN Software  ,GN Software  ,0.01m,N/A,N/A,0.01m,N/A,27th Apr 06  
Curse of the Amsterdam Diamond    ,DS,Easy Interactive  ,Youda Games  ,0.01m,N/A,0.01m,N/A,0.00m,16th Mar 12  
PC Engine Best Collention: Ginga Ojousama Densetsu Collection    ,PSP,Hudson Soft  ,RED Entertainment  ,0.01m,N/A,N/A,0.01m,N/A,31st Jul 08  
Rosario to Vampire: Tanabata no Miss Youkai Gakuen    ,DS,Capcom  ,Capcom  ,0.01m,N/A,N/A,0.01m,N/A,20th Mar 08  
Captain Morgane and the Golden Turtle    ,Wii,Reef Entertainment  ,WizarBox  ,0.01m,N/A,0.01m,N/A,0.00m,03rd Feb 12  
Wallace & Gromit: Curse of the Were-Rabbit    ,XB,Konami  ,Frontier Developments  ,0.01m,0.01m,0.00m,N/A,0.00m,29th Sep 05  
Marginal 4: Road to Galaxy    ,PSV,Idea Factory  ,Idea Factory  ,0.01m,N/A,N/A,0.01m,N/A,25th May 17  
Tantei Jinguuji Saburo: Hai to Diamond    ,PSP,Arc System Works  ,WorkJam  ,0.01m,N/A,N/A,0.01m,N/A,17th Sep 09  
The Town of Light    ,XOne,THQ Nordic  ,LKA  ,0.01m,0.01m,N/A,N/A,0.00m,24th Mar 17  
Duel Love: Koisuru Otome wa Shouri no Megami    ,DS,Namco Bandai  ,Bandai Namco Games  ,0.01m,N/A,N/A,0.01m,N/A,13th Mar 08  
Aa Megami-samaa    ,PS2,Marvelous Interactive  ,Marvelous Interactive  ,0.01m,N/A,N/A,0.01m,N/A,22nd Feb 07  
Tomoyo After: It's a Wonderful Life CS Edition    ,PS2,Prototype  ,Key  ,0.01m,N/A,N/A,0.01m,N/A,25th Jan 07  
Occultic;Nine    ,PSV,5pb  ,5pb. Inc.  ,0.01m,N/A,N/A,0.01m,N/A,09th Nov 17  
Harry Potter and the Chamber of Secrets    ,PC,Electronic Arts  ,KnowWonder  ,0.01m,N/A,0.01m,N/A,0.00m,14th Nov 02  
Jake Hunter Detective Story: Prism of Eyes    ,PS4,Arc System Works  ,Arc System Works  ,0.01m,N/A,N/A,0.01m,N/A,09th Aug 18  
Soshite Kono Uchuu ni Kirameku Kimi no Shi XXX     ,PS2,Datam Polystar  ,Datam Polystar  ,0.01m,N/A,N/A,0.01m,N/A,22nd Feb 07  
Zero no Tsukaima: Maigo no Period to Ikusen no Symphony    ,PS2,Marvelous Interactive  ,Marvelous Interactive  ,0.01m,N/A,N/A,0.01m,N/A,06th Nov 08  
Nora to Koujo to Noraneko Heart    ,PSV,Harukaze  ,Harukaze  ,0.01m,N/A,N/A,0.01m,N/A,28th Sep 17  
Hiiro no Kakera: Shin Tamayori Hime Denshou Portable    ,PSP,Idea Factory  ,Idea Factory  ,0.01m,N/A,N/A,0.01m,N/A,30th Sep 10  
Small Town Terrors - Galdor's Bluff    ,PC,GSP  ,GSP  ,0.01m,N/A,0.01m,N/A,0.00m,20th May 16  
No Fate! Only the Power of Will    ,X360,Alchemist  ,Alchemist  ,0.01m,N/A,N/A,0.01m,N/A,25th Feb 10  
Mystery Legends: Beauty and the Beast    ,PC,Focus Multimedia  ,Big Fish Games  ,0.01m,N/A,0.01m,N/A,0.00m,16th Mar 12  
"Hanayaka Kana, Ware ga Ichizoku    ",PSP,Idea Factory  ,Idea Factory  ,0.01m,N/A,N/A,0.01m,N/A,01st Jul 10  
Myself; Yourself    ,PS2,Yeti  ,Yeti  ,0.01m,N/A,N/A,0.01m,N/A,20th Dec 07  
Starry Sky: Spring Stories    ,PSV,honeybee  ,Unknown  ,0.01m,N/A,N/A,0.01m,N/A,23rd Nov 16  
To Heart Portable    ,PSP,Aquaplus  ,Aqua Plus  ,0.01m,N/A,N/A,0.01m,N/A,27th Oct 11  
Kono Aozora ni Yakusoku o: Melody of the Sun and Sea    ,PS2,Alchemist  ,Alchemist  ,0.01m,N/A,N/A,0.01m,N/A,31st May 07  
Kamaitachi no Yoru 2: Tokubetsu Hen    ,PSP,ChunSoft  ,ChunSoft  ,0.01m,N/A,N/A,0.01m,N/A,25th May 06  
